"id","name","bussines_name","rfc","comments_on_delivery","date_joined","date_created","date_updated","direction_id"
"712","T511 Caporales","OPINEG","OPI210608AF7",NULL,"2023-12-28","2023-12-28 20:12:47.892427+00","2023-12-28 20:12:47.88009+00","817"
"713","WINDSOR MOLD GROUP","WINDSOR MOLD GROUP","MTS1909111C4",NULL,"2024-01-12","2024-01-12 23:03:10.894265+00","2024-01-12 23:03:10.880827+00","818"
"714","BROSE MEXICO SA DE CV","BROSE MEXICO SA DE CV","BME931001QM7",NULL,"2024-01-12","2024-01-12 23:06:06.957622+00","2024-01-12 23:06:06.952563+00","819"
"715","SOLUCIONES INDUSTRIALES APLICADAS","CHEM TREND COMERCIAL S.A DE C.V","CTC861104I92",NULL,"2024-01-15","2024-01-15 17:34:21.848704+00","2024-01-15 17:34:21.836474+00","820"
"716","U-SHIN AUTOPARTS MEXICO","CHEM TREND COMERCIAL S.A DE C.V","CTC861104I92",NULL,"2024-01-15","2024-01-15 17:48:16.316513+00","2024-01-15 17:48:16.312125+00","821"
"717","T465 CRUZ GRANDE","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-01-15","2024-01-15 21:26:02.978697+00","2024-01-15 21:26:02.972677+00","822"
"718","ASIAWAY AUTOMOTIVE COMPONENTS MEXICO","CHEM TREND COMERCIAL","CTC861104I92",NULL,"2024-01-16","2024-01-17 00:59:16.823422+00","2024-01-17 00:59:16.813419+00","823"
"719","NEW DYNACAST DE MEXICO","CHEM TREND COMERCIAL S.A DE C.V","CTC861104I92",NULL,"2024-01-18","2024-01-18 20:15:14.624514+00","2024-01-18 20:15:14.612164+00","824"
"720","RUTA 12 CIUDAD DE MEXICO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-01-18","2024-01-18 23:40:00.381882+00","2024-01-18 23:40:00.376792+00","825"
"721","RUTA 09 ECATEPEC","OPINEG","OPI210608AF7",NULL,"2024-01-23","2024-01-23 20:57:10.050714+00","2024-01-23 20:57:10.039524+00","826"
"722","RUTA 9 PACHUCA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-01-26","2024-01-27 00:11:33.778814+00","2024-01-27 00:11:33.760404+00","827"
"723","HESAGUIMOLD APASEO EL ALTO, GTO.","CHEM-TREND COMERCIAL","CTC861104I92",NULL,"2024-01-30","2024-01-30 18:06:11.453417+00","2024-01-30 18:00:30.956502+00","828"
"724","T385 LA ENCANTADA ASTURIANO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-01-31","2024-01-31 20:53:59.894142+00","2024-01-31 20:53:59.881566+00","829"
"725","T408 DUCATI","CEDIS ASTURITO","CAS230914GM9",NULL,"2024-01-31","2024-11-28 21:33:46.006016+00","2024-01-31 21:17:42.992046+00","830"
"726","T327 SALAMANCA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-01-31","2024-01-31 21:49:49.42283+00","2024-01-31 21:49:49.417168+00","831"
"727","T347 DOLORES","CEDIS ASTURITO","CAS230914GM9",NULL,"2024-01-31","2024-11-22 19:06:47.012196+00","2024-01-31 22:05:36.846826+00","832"
"728","T384 SEGURO SOCIAL ASTURIANO","CEDIS ASTURITO","CAS230914GM9",NULL,"2024-01-31","2024-11-22 17:15:36.012677+00","2024-01-31 23:10:15.670636+00","833"
"729","T454 SAN JOAQUIN","CEDIS ASTURITO","CAS230914GM9",NULL,"2024-02-02","2024-11-22 17:21:01.965445+00","2024-02-02 23:06:57.348607+00","834"
"730","T080 ECATEPEC 2","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-02-06","2024-02-06 23:17:29.280316+00","2024-02-06 23:17:29.265772+00","835"
"731","T491 ARISTOTELES","CEDIS ASTURITO","CAS230914GM9",NULL,"2024-02-07","2024-11-22 17:15:19.960021+00","2024-02-07 19:43:59.144304+00","836"
"732","T403 AV CENTRAL","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-02-07","2024-02-07 22:54:38.755583+00","2024-02-07 22:54:38.750702+00","837"
"733","T471 JUAREZ 2","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-02-07","2024-02-08 00:00:14.319126+00","2024-02-08 00:00:14.313419+00","838"
"734","T340 ATIZAPAN","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-02-08","2024-02-08 17:54:03.911416+00","2024-02-08 17:52:52.329974+00","839"
"735","T519 TUNAS BLANCAS","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-02-09","2024-02-09 21:34:31.022235+00","2024-02-09 21:34:31.008835+00","840"
"736","VITRO PLANTA CRINAMEX ECATEPEC","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-02-09","2024-06-10 23:50:21.646231+00","2024-02-10 00:14:48.914849+00","841"
"737","T270 ACTOPAN 5","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-02-12","2024-04-11 07:35:34.048248+00","2024-02-12 22:43:42.441962+00","842"
"738","T277 TECAMAC","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-02-12","2024-02-12 23:11:59.732954+00","2024-02-12 23:09:27.193046+00","843"
"739","T362 CHILPANCINGO 2","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-02-13","2024-02-13 22:38:29.00634+00","2024-02-13 22:38:28.993855+00","844"
"740","T448 TLLEZ CRUCES","CEDIS ASTURITO","CAS230914GM9",NULL,"2024-02-14","2024-11-22 17:15:03.646876+00","2024-02-14 22:18:05.338784+00","845"
"741","T389 PLAZA CAMPESTRE","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-02-14","2024-02-14 22:26:24.947559+00","2024-02-14 22:26:24.939984+00","846"
"742","T380 VALLE DE BRAVO","CEDIS ASTURITO","CAS230914GM9",NULL,"2024-02-15","2024-11-22 18:59:57.951382+00","2024-02-15 22:51:02.977163+00","847"
"743","OLGUSA BODEGA LEON","OLGUSA SA DE CV","OLG1907013G2",NULL,"2024-02-16","2024-02-16 18:22:10.283749+00","2024-02-16 18:22:10.274295+00","848"
"744","OLGUSA SUC PLAZA DE TOROS","OLGUSA SA DE CV","OLG1907013G2",NULL,"2024-02-16","2024-02-16 18:28:16.530203+00","2024-02-16 18:28:16.525422+00","849"
"745","T482 TOLTECAS","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-02-16","2024-02-16 23:16:28.884479+00","2024-02-16 23:16:28.874404+00","850"
"746","T301 ACTOPAN 2","CEDIS ASTURITO","CAS230914GM9",NULL,"2024-02-19","2024-11-22 17:20:13.033877+00","2024-02-19 20:19:19.177278+00","851"
"747","T305 VOLCANES","CEDIS ASTURITO","CAS230914GM9",NULL,"2024-02-19","2024-11-28 21:32:26.83355+00","2024-02-19 22:13:11.66315+00","852"
"748","T148 SAN JOSE ITURBIDE","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-02-21","2024-02-21 22:50:54.248236+00","2024-02-21 22:50:54.232743+00","853"
"749","T158 SAN MIGUEL DE ALLENDE","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-02-21","2024-02-21 23:02:01.406915+00","2024-02-21 23:02:01.395782+00","854"
"750","T322 TOREO","CEDIS ASTURITO","CAS230914GM9",NULL,"2024-02-21","2024-11-22 17:19:24.220516+00","2024-02-21 23:14:19.61577+00","855"
"751","T495 GASLO","CEDIS ASTURITO","CAS230914GM9",NULL,"2024-02-22","2024-11-22 17:16:08.268122+00","2024-02-22 21:34:54.961366+00","856"
"752","T513 ES SARABIA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-02-22","2024-02-22 22:23:12.417638+00","2024-02-22 22:23:12.411215+00","857"
"753","T290 ZUMPANGO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-02-22","2024-04-04 21:57:42.096019+00","2024-02-22 22:45:21.52327+00","858"
"754","T328 RENACIMIENTO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-02-26","2024-02-26 22:53:27.73199+00","2024-02-26 22:53:27.720698+00","859"
"755","CONTINENTAL AUTOMOTIVE GUADALAJARA MEXICO","MTRANS TRANSPORTES SECOS Y FRIOS DEL BAJIO","MTS1909111C4",NULL,"2024-02-27","2024-02-27 22:57:50.102225+00","2024-02-27 22:57:50.086002+00","860"
"756","FUKOKU MEXICANA","CHEM-TREND COMERCIAL","CTC861104I92",NULL,"2024-02-28","2024-02-28 18:20:47.155903+00","2024-02-28 18:20:47.144885+00","861"
"757","T534 TIANGUISTENCO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-03-01","2024-03-01 17:06:36.696663+00","2024-03-01 17:03:39.884594+00","862"
"758","T477 AVANDARO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-03-01","2024-03-01 17:20:23.202935+00","2024-03-01 17:20:23.197741+00","863"
"759","T337 PANAMERICANA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-03-05","2024-03-05 17:19:46.018102+00","2024-03-05 17:19:45.843322+00","864"
"761","T377 APERTURA PANAMERICANA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-03-05","2024-03-05 18:58:49.322925+00","2024-03-05 18:57:54.20464+00","866"
"762","T369 TEPATEPEC","CEDIS ASTURITO","CAS230914GM9",NULL,"2024-03-05","2024-11-22 17:18:51.557912+00","2024-03-05 20:25:50.720724+00","867"
"763","ALMEX QUERETARO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-03-08","2024-03-08 18:55:06.696199+00","2024-03-08 18:55:06.685872+00","868"
"764","Quarder De México","MTRANS TRANSPORTES SECOS Y FRIOS DEL BAJIO","MTS1909111C4",NULL,"2024-03-08","2024-03-08 19:24:38.074059+00","2024-03-08 19:24:38.057195+00","869"
"765","PASTEURIZADORA LEON","MTRANS TRANSPORTES SECOS Y FRIOS DEL BAJIO","MTS1909111C4",NULL,"2024-03-08","2024-03-09 04:19:12.393237+00","2024-03-09 04:19:12.380571+00","870"
"766","T462 OJO DE AGUA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-03-13","2024-03-13 18:14:09.774489+00","2024-03-13 18:14:09.65384+00","871"
"767","LITION LOGISTICS QRO","MTRANS TRANSPORTES SECOS Y FRIOS DEL BAJIO","MTS1909111C4",NULL,"2024-03-13","2024-03-13 19:47:53.041877+00","2024-03-13 19:47:52.988249+00","872"
"768","T394 ZIMAPAN","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-03-13","2024-03-13 20:35:38.574776+00","2024-03-13 20:35:38.509766+00","873"
"769","T300 LEJI","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-03-13","2024-03-14 00:05:37.711863+00","2024-03-14 00:05:37.697463+00","874"
"770","T214 BP SATELITE","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-03-13","2024-03-14 00:20:09.925442+00","2024-03-14 00:20:09.861954+00","875"
"771","T064 SOMBRA VERDE","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-03-14","2024-03-14 23:38:38.870985+00","2024-03-14 23:36:11.874761+00","876"
"772","T189 CUAUTITLAN","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-03-15","2024-03-15 19:42:21.746391+00","2024-03-15 19:42:21.729431+00","877"
"773","T390 EL ARBOL","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-03-19","2024-03-19 23:25:25.742963+00","2024-03-19 23:25:25.733155+00","878"
"774","T058 SAN MIGUEL DE ALLENDE","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-03-21","2024-03-30 02:34:36.230919+00","2024-03-21 21:52:07.389273+00","879"
"775","FAIST ALUCAST SILAO","CHEM-TREND COMERCIAL","CTC861104I92",NULL,"2024-03-22","2024-03-22 17:12:14.76949+00","2024-03-22 17:12:14.76347+00","880"
"777","DACHSER DE MEXICO","DACHSER DE MEXICO","DME0602243X6",NULL,"2024-03-26","2024-04-04 21:33:29.030119+00","2024-03-27 01:14:16.707323+00","883"
"778","Deposito Desaduanizado de Matamoros","CHEM-TREND COMERCIAL","CTC861104I92",NULL,"2024-03-27","2024-03-27 08:36:15.663417+00","2024-03-27 08:36:15.653676+00","884"
"779","T313 ACULCO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-03-27","2024-03-28 00:36:11.26782+00","2024-03-28 00:36:11.2561+00","885"
"780","T299 METEPEC","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-03-27","2024-03-28 02:23:59.341212+00","2024-03-28 02:23:59.332253+00","886"
"781","T066 LA PARROQUIA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-03-28","2024-03-28 18:44:08.204244+00","2024-03-28 18:44:08.153668+00","887"
"782","HEB CAT CDMX","HEB","SIH9511279T7",NULL,"2024-03-29","2024-03-30 02:06:03.984495+00","2024-03-30 02:06:03.967199+00","888"
"783","CYTECSA","CIENCIA Y TECNOLOGIA EN SISTEMAS ALIMENTARIOS","CTS031017GW7",NULL,"2024-04-02","2024-04-02 20:44:17.098638+00","2024-04-02 20:44:17.083857+00","889"
"784","HERDEZ SLP","HERDEZ","HER8301121X4",NULL,"2024-04-02","2024-04-02 20:49:22.019661+00","2024-04-02 20:49:22.011499+00","890"
"785","T435 XOCHIMANGA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-04-03","2024-04-03 20:19:32.341182+00","2024-04-03 20:19:32.332299+00","891"
"786","MIGUEL ANGEL OLIVARES RODRIGUEZ","MTRANS TRANSPORTES SECOS Y FRIOS DEL BAJIO","MTS1909111C4",NULL,"2024-04-04","2024-04-04 19:37:02.379576+00","2024-04-04 19:37:02.366616+00","892"
"787","FCC AUTOMOTIVE PARTS DE MEXICO","CHEM-TREND COMERCIAL","CTC861104I92",NULL,"2024-04-04","2024-04-04 22:59:04.882707+00","2024-04-04 22:59:04.872098+00","893"
"788","GROOT ZAPOPAN JALISCO","CHEM-TREND COMERCIAL","CTC861104I92",NULL,"2024-04-05","2024-04-06 00:14:58.643992+00","2024-04-05 22:11:31.063745+00","894"
"789","T474 ACTOPAN 2","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-04-10","2024-04-11 01:10:09.194+00","2024-04-11 01:10:09.180098+00","895"
"790","T395 AIFA","CEDIS ASTURITO","CAS230914GM9",NULL,"2024-04-10","2024-11-22 17:17:11.80804+00","2024-04-11 01:32:08.482498+00","896"
"791","T073 LA CENTRAL","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-04-10","2024-04-11 02:20:18.060585+00","2024-04-11 02:20:18.056619+00","897"
"792","T392 CAYACO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-04-10","2024-04-11 05:15:18.395451+00","2024-04-11 05:15:18.391127+00","898"
"793","T528 XILOTZINGO","CEDIS ASTURITO","CAS230914GM9",NULL,"2024-04-11","2024-11-22 17:19:40.515063+00","2024-04-11 06:26:09.907651+00","899"
"794","T289 ECATEPEC","CEDIS ASTURITO","CAS230914GM9",NULL,"2024-04-11","2024-11-22 19:00:05.413667+00","2024-04-11 07:11:31.310631+00","900"
"795","T533 BUENA VISTA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-04-11","2024-04-12 00:45:53.015559+00","2024-04-12 00:45:53.003548+00","901"
"796","T437 LA VILLA","CEDIS ASTURITO","CAS230914GM9",NULL,"2024-04-11","2024-11-22 17:14:14.757334+00","2024-04-12 03:11:25.892531+00","902"
"797","T524 VALTIERRA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-04-16","2024-04-17 00:12:25.278827+00","2024-04-17 00:12:25.274062+00","903"
"798","VIDARA MEXICO GUADALAJARA","MTRANS TRANSPORTES SECOS Y FRIOS DEL BAJIO","MTS1909111C4",NULL,"2024-04-16","2024-04-17 04:39:12.635041+00","2024-04-17 04:39:12.630914+00","904"
"799","T433 VILLAS XALTIPA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-04-18","2024-04-18 10:35:00.904769+00","2024-04-18 10:35:00.900117+00","905"
"800","T432 HUEYOTLIPAN","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-04-18","2024-04-18 11:07:11.663872+00","2024-04-18 11:07:11.657714+00","906"
"801","T423 PACHUCA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-04-18","2024-04-19 00:54:54.318839+00","2024-04-19 00:54:54.314622+00","907"
"802","T280 ALFREDO DEL MAZO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-04-18","2024-04-19 05:59:57.152865+00","2024-04-19 05:59:57.148661+00","908"
"803","PASTEURIZADORA AGUASCALIENTES","MTRANS TRANSPORTES SECOS Y FRIOS DEL BAJIO","MTS1909111C4",NULL,"2024-04-23","2024-04-23 22:56:37.657783+00","2024-04-23 22:56:37.654257+00","909"
"804","ALPLA MEXICO","CHEM-TREND COMERCIAL","CTC861104I92",NULL,"2024-04-24","2024-04-24 19:38:13.799493+00","2024-04-24 19:38:13.795456+00","910"
"805","TIENDAS TRES B VERACRUZ","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-24","2024-04-25 04:16:11.008351+00","2024-04-25 04:16:11.005107+00","911"
"806","2432 VERACRUZ 5","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-24","2024-04-27 18:50:44.686256+00","2024-04-25 04:20:46.229803+00","912"
"807","TIENDAS TRES B QUEVEDO","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-24","2024-04-25 04:25:20.472837+00","2024-04-25 04:25:20.469322+00","913"
"808","T430 OPEDEC","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-04-25","2024-04-25 20:42:44.48544+00","2024-04-25 20:42:44.476628+00","914"
"809","2077 XALAPA 10","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-25","2024-04-28 06:36:37.302088+00","2024-04-25 21:23:24.486619+00","915"
"810","RAFAEL LUCIO","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-25","2024-04-25 21:48:31.524431+00","2024-04-25 21:48:31.520029+00","916"
"811","2038 XALAPA MANUEL R","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-25","2024-04-26 03:23:39.955917+00","2024-04-26 03:23:39.951099+00","917"
"812","2067 XALAPA 5","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-25","2024-04-26 03:37:00.343404+00","2024-04-26 03:37:00.33912+00","918"
"813","SONOCO CELAYA","MTRANS TRANSPORTES SECOS Y FRIOS DEL BAJIO","MTS1909111C4",NULL,"2024-04-26","2024-04-26 20:15:58.769998+00","2024-04-26 20:15:58.764895+00","919"
"814","BODEGA AEROPUERTO QRO SONOCO","MTRANS TRANSPORTES SECOS Y FRIOS DEL BAJIO","MTS1909111C4",NULL,"2024-04-26","2024-04-26 20:22:43.296211+00","2024-04-26 20:22:43.291156+00","920"
"815","2482Veracruz6ElCoyol","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-26","2024-04-26 20:49:29.280668+00","2024-04-26 20:39:05.001344+00","921"
"816","2485Veracruz11Coyol2","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-26","2024-04-26 20:45:43.253101+00","2024-04-26 20:45:43.247313+00","922"
"817","2575Verz13Amapolas","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-26","2024-04-26 21:09:54.95496+00","2024-04-26 21:09:54.950345+00","923"
"818","T332 CHILPANCINGO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-04-26","2024-04-26 22:51:11.923385+00","2024-04-26 22:51:11.919347+00","924"
"819","2146 XALAPA 13","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-26","2024-04-27 05:17:28.889097+00","2024-04-27 05:17:28.884716+00","925"
"820","2883 VERACRUZ PRIM","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-26","2024-04-27 05:21:36.019923+00","2024-04-27 05:21:36.015823+00","926"
"821","2762 MANILO FABIO","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-26","2024-04-27 05:23:02.215706+00","2024-04-27 05:23:02.212368+00","927"
"822","1986 XALAPA 1","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-28","2024-04-28 06:35:56.512824+00","2024-04-28 06:35:56.508469+00","928"
"823","2577 XALAPA 23","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-28","2024-04-29 01:21:23.312738+00","2024-04-29 01:21:23.307343+00","929"
"824","2265 XALAPA 15","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-28","2024-04-29 01:23:50.137447+00","2024-04-29 01:23:50.134485+00","930"
"825","2171 Xalapa12","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-30","2024-04-30 23:25:12.087675+00","2024-04-30 23:25:12.08306+00","931"
"826","2451 Xalapa18","TIENDAS TRES B","TTB040915CY9",NULL,"2024-04-30","2024-04-30 23:39:27.905133+00","2024-04-30 23:39:27.900905+00","932"
"827","FREUDENBERG FILTRATION TECHNOLOGIES SILAO","CHEM-TREND COMERCIAL","CTC861104I92",NULL,"2024-05-09","2024-05-09 16:19:53.504003+00","2024-05-09 16:19:53.3225+00","933"
"828","CIMBRAS LEON","MULV ANDAMIOS Y SERVICIOS","MAS230831FA1",NULL,"2024-05-10","2024-05-10 19:04:04.986013+00","2024-05-10 19:04:04.981624+00","934"
"829","PARQUE INDUSTRIAL AMISTAD CHUY MARIA","MULV ANDAMIOS Y SERVICIOS","MAS230831FA1",NULL,"2024-05-10","2024-05-10 19:06:30.619153+00","2024-05-10 19:06:30.614756+00","935"
"830","T434 VILLAS DEL VOLCAN","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-05-21","2024-05-21 23:43:11.86923+00","2024-05-21 23:43:11.864721+00","936"
"831","T525 BLVD DE LA LUZ","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-05-31","2024-05-31 22:57:59.12842+00","2024-05-31 22:57:59.124243+00","937"
"832","KOBLENZ ELECTRICA CUAUTITLAN","KOBLENZ ELECTRICA","KEL590715PH5",NULL,"2024-06-04","2024-06-07 22:44:11.547306+00","2024-06-04 11:26:44.693745+00","938"
"833","RODAR PLASTICS QRO","RODAR PLASTICS","RPL07010992A",NULL,"2024-06-04","2024-06-04 11:29:36.845876+00","2024-06-04 11:29:36.839947+00","939"
"865","T2904 SOMBRERETE","TIENDAS TRES B","TTB040915CY9",NULL,"2024-06-13","2024-06-13 19:49:55.217131+00","2024-06-13 19:49:55.213394+00","972"
"866","T2903 LOS OLVERA","TIENDAS TRES B","TTB040915CY9",NULL,"2024-06-13","2024-06-13 21:20:19.815127+00","2024-06-13 21:20:19.811007+00","973"
"867","AEROPUERO MEXICO","CHEM-TREND COMERCIAL","CTC861104I92",NULL,"2024-06-14","2024-06-14 21:45:29.117168+00","2024-06-14 21:45:29.113615+00","974"
"868","1120 JUAREZ 3B","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2024-06-14","2024-06-14 21:59:20.687104+00","2024-06-14 21:59:20.684023+00","975"
"869","BELISARIO 3B","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2024-06-15","2024-06-15 11:01:35.629493+00","2024-06-15 11:01:35.626003+00","976"
"870","T2815 BERNAL","TIENDAS TRES B","TTB040915CY9",NULL,"2024-06-17","2024-06-17 18:09:47.568008+00","2024-06-17 18:09:47.564093+00","977"
"871","T549 NEZA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-06-18","2024-06-18 22:30:50.571754+00","2024-06-18 22:30:50.568108+00","978"
"872","T2650 REFORMA AGRARIA","TIENDAS TRES B","TTB040915CY9",NULL,"2024-06-21","2024-06-21 20:46:42.688213+00","2024-06-21 20:46:42.6839+00","979"
"873","T2150 San Ildefonso","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2024-06-22","2025-04-30 20:29:02.291176+00","2024-06-23 05:39:57.124822+00","980"
"874","T547 SAAVEDRA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2024-06-27","2024-06-27 18:51:08.188264+00","2024-06-27 18:51:08.184505+00","981"
"875","T1914 ESTADIO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2024-07-01","2024-07-02 00:20:14.374492+00","2024-07-02 00:20:14.370484+00","982"
"876","T2057 MERCADO DE ABASTOS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2024-07-01","2024-07-02 00:29:50.010534+00","2024-07-02 00:29:24.524607+00","983"
"877","T1808 TEQUISQUIAPAN 2","TIENDAS TRES B","TTB040915CY9",NULL,"2024-07-02","2024-07-02 23:49:04.805862+00","2024-07-02 23:49:04.802313+00","984"
"878","T2683 SAN JOSE EL ALTO 3","TIENDAS TRES B","TTB040915CY9",NULL,"2024-07-02","2024-07-03 00:11:13.555873+00","2024-07-03 00:09:07.712021+00","985"
"879","T2682 PUEBLITO 2","TIENDAS TRES B","TTB040915CY9",NULL,"2024-07-02","2024-07-03 00:31:08.17707+00","2024-07-03 00:31:08.172876+00","986"
"880","T652 MERCADO ESCOBEDO","TIENDAS TRES B","TTB040915CY9",NULL,"2024-07-02","2024-07-03 00:37:46.051427+00","2024-07-03 00:37:46.04863+00","987"
